episode,reward,victims_rescued,coverage_ratio,steps,total_loss,actor_loss,critic_loss,entropy
213,60.17330029418453,7,0.2488889,150,,,,
214,28.532594226582766,11,0.31111112,150,,,,
215,70.13788925812436,8,0.2711111,150,,,,
216,23.71028082120403,5,0.19555555,150,,,,
217,74.0533025976735,8,0.23555556,150,,,,
218,39.70928469321309,8,0.25777778,150,,,,
219,35.611344189904734,5,0.17333333,150,,,,
220,29.460802154297596,6,0.18666667,150,,,,
221,73.90483258121434,6,0.19111112,150,,,,
222,43.878969922621145,4,0.13777778,150,,,,
223,72.56695906186603,9,0.3422222,150,,,,
224,46.725686692173916,4,0.12444445,150,,,,
225,60.885250304951704,6,0.17777778,150,,,,
226,60.32763591037859,4,0.13777778,150,,,,
227,34.92596379772828,3,0.12,150,,,,
228,58.58472832950676,5,0.22666667,150,,,,
229,60.10641988375028,7,0.24,150,,,,
230,44.66238597129106,8,0.24,150,,,,
231,64.88393430052959,5,0.19555555,150,,,,
232,65.82874167578296,10,0.34666666,150,,,,
233,18.707370968565634,5,0.17777778,150,,,,
234,59.41230453666294,12,0.33777776,150,,,,
235,72.44256904978351,11,0.40888888,150,,,,
236,58.38373231683413,8,0.29333332,150,,,,
237,55.77399106094237,8,0.25333333,150,,,,
238,68.68072327855344,3,0.11111111,150,,,,
239,70.1083722106787,5,0.23555556,150,,,,
240,62.99202730523021,7,0.25777778,150,,,,
241,71.26961179198918,6,0.31111112,150,,,,
242,71.31015982367825,6,0.22666667,150,,,,
243,9.009925912568463,4,0.14222223,150,,,,
244,52.04671043081665,6,0.18222222,150,,,,
245,36.731609319486076,5,0.18222222,150,,,,
246,39.660433879812956,9,0.26666668,150,,,,
247,62.90437227857019,5,0.20888889,150,,,,
248,-0.9691190419268345,6,0.18222222,150,,,,
249,44.91654879292329,7,0.22222222,150,,,,
250,74.24416221441722,8,0.24,150,,,,
251,67.26981771788358,8,0.25777778,150,,,,
252,47.125099578472316,5,0.18666667,150,,,,
253,75.0,6,0.2711111,150,,,,
254,69.13737424148164,7,0.24444444,150,,,,
255,24.023416040219047,5,0.2,150,,,,
256,46.18872147997564,8,0.25333333,150,,,,
257,42.17925756571114,8,0.26222223,150,,,,
258,59.70932632050456,6,0.19555555,150,,,,
259,-10.277669885523492,5,0.15111111,150,,,,
260,58.86899106976578,11,0.29777777,150,,,,
261,47.59720518781668,4,0.12444445,150,,,,
262,52.6067045913084,8,0.24444444,150,,,,
263,52.64423876410695,4,0.18222222,150,,,,
264,-10.69615820351552,5,0.16,150,,,,
265,-13.093495915726425,6,0.16444445,150,,,,
266,45.387072407989734,7,0.25333333,150,,,,
267,73.0,6,0.28,150,,,,
268,23.923781698126497,7,0.22222222,150,,,,
269,33.32569265077509,5,0.14222223,150,,,,
270,61.73306872017802,7,0.2711111,150,,,,
271,65.89502480370365,10,0.30666667,150,,,,
272,65.41307678045087,8,0.27555555,150,,,,
273,35.45398807107338,6,0.16444445,150,,,,
274,51.37760706469102,8,0.2711111,150,,,,
275,63.56133589882501,8,0.21333334,150,,,,
276,50.1071952245603,6,0.22222222,150,,,,
277,24.55870782074167,7,0.24,150,,,,
278,19.176774418453086,6,0.14666666,150,,,,
279,73.87747472194893,14,0.38666666,150,,,,
280,73.01657871531161,14,0.38222224,150,,,,
281,48.73907440121315,6,0.22222222,150,,,,
282,5.721937058138806,7,0.18222222,150,,,,
283,65.05313622420819,7,0.30666667,150,,,,
284,48.902574681664646,8,0.23555556,150,,,,
285,14.036362604485483,5,0.14222223,150,,,,
286,51.49909131053003,11,0.26222223,150,,,,
287,66.07783085998116,7,0.2711111,150,,,,
288,38.295189431627094,7,0.25333333,150,,,,
289,50.7554832775865,9,0.2711111,150,,,,
290,9.61177750027738,6,0.19111112,150,,,,
291,57.65476926110891,6,0.17777778,150,,,,
292,18.588400404776333,8,0.21333334,150,,,,
293,52.734369512115244,8,0.30222222,150,,,,
294,21.33870550407839,7,0.14222223,150,,,,
295,12.244674924538675,8,0.18666667,150,,,,
296,15.87569351473454,7,0.21777777,150,,,,
297,47.14337712530739,7,0.23111111,150,,,,
298,12.086204002880216,8,0.17777778,150,,,,
299,17.01659492708895,10,0.2888889,150,,,,
300,39.67510032845108,4,0.18222222,150,,,,
301,35.68206159642321,7,0.23555556,150,,,,
302,31.396615229060274,6,0.21777777,150,,,,
303,66.77385688023423,8,0.25777778,150,,,,
304,29.917158485964215,7,0.23111111,150,,,,
305,26.635632225411182,5,0.17333333,150,,,,
306,35.09434356549532,5,0.16888888,150,,,,
307,7.896348276989034,3,0.08888889,150,,,,
308,31.52695669120434,8,0.20888889,150,,,,
309,39.617578013118155,6,0.15111111,150,,,,
310,8.522465054299944,7,0.22222222,150,,,,
311,17.165280907656612,5,0.13777778,150,,,,
312,69.89607892794051,5,0.20444444,150,,,,
313,56.14813871922376,8,0.23555556,150,,,,
314,30.15857619524983,6,0.16888888,150,,,,
315,59.76434351796666,12,0.33333334,150,,,,
316,1.6728727376247239,7,0.16444445,150,,,,
317,-14.314129103736994,4,0.093333334,150,,,,
318,57.71026121388245,11,0.30666667,150,,,,
319,63.56529136434667,9,0.2888889,150,,,,
320,6.178312825301404,7,0.19111112,150,,,,
321,56.99294406591641,8,0.21333334,150,,,,
322,16.73612469263129,8,0.21333334,150,,,,
323,18.283731089402885,8,0.21333334,150,,,,
324,25.663112352260143,8,0.23111111,150,,,,
325,1.545643370188647,5,0.14222223,150,,,,
